633,40,2,3,103106325003,orginal,492,1403/11/28,لوله,6,19:00:00,19:00:00
642,45,1,4,102111022005,orginal,501,1403/11/29,لوله,3,11:00:00,11:00:00
654,44,3,4,102111022005,orginal,513,1403/12/01,لوله,3,04:00:00,04:00:00
655,40,2,2,101111032007,TEST - not ok,514,1403/11/29,لوله,2,16:00:00,16:00:00
658,40,2,4,102111022005,TEST -   ,517,1403/11/29,لوله,2,20:00:00,20:00:00
678,40,2,8,0000000003,orginal,2,1403/11/09,لوله,3,23:00:00,23:00:00
685,36,1,7,104102015006,orginal,7,1403/11/19,لوله,12,13:00:00,13:00:00
686,36,1,7,104102015006,TEST - OK,7,1403/11/27,لوله,1,07:00:00,09:00:00
691,36,1,5,104102015006,TEST - NOT OK,7,1403/11/29,لوله,1,09:00:00,10:00:00
692,36,1,7,104102015006,TEST - NOT OK(color),7,1403/11/29,لوله,1,09:00:00,10:00:00
394,42,1,12,200111045215,,259,1403/10/14,اتصالات,11,10:00:00,10:00:00
698,36,1,5,104120153001,TEST - NOT OK,9,1403/11/30,لوله,1,18:00:00,19:00:00
701,36,1,6,104102015006,TEST - NOT OK,7,1403/12/02,لوله,1,14:00:00,15:00:00
702,36,1,6,104102015006,TEST -  ,7,1403/12/02,لوله,1,16:00:00,18:00:00
706,40,2,7,104102015006,orginal,1,1403/11/23,لوله,6,22:00:00,22:00:00
720,36,1,5,104120153001,orginal,9,1403/12/03,لوله,10,07:00:00,09:00:00
722,36,1,6,114102515046,orginal,7,1403/12/03,لوله,11,15:00:00,18:00:00
723,36,1,7,104102015006,orginal,7,1403/12/04,لوله,12,11:00:00,14:00:00
415,39,1,21,200106345001,,279,1403/10/15,اتصالات,11,11:00:00,11:00:00
724,36,1,6,114102515046,orginal,7,1403/12/04,لوله,14,14:30:00,17:30:00
725,36,1,7,104102015006,orginal,7,1403/12/05,لوله,12,07:00:00,09:00:00
732,36,1,7,114102515046,TEST -  NOT OK,7,1403/11/05,لوله,1,11:00:00,11:30:00
740,36,1,6,0000000017,TEST - NOT OK,8,1403/11/12,لوله,1,10:00:00,10:30:00
743,36,1,6,0000000017,TEST - NOT OK,8,1403/11/13,لوله,1,11:00:00,11:30:00
745,35,1,7,104102015006,TEST - NOT OK,7,1403/11/19,لوله,1,10:00:00,10:30:00
749,40,2,2,102111022005,orginal,5,1403/12/02,لوله,3,11:00:00,12:30:00
828,40,3,3,103109028004,,4,1403/11/20,لوله,7,02:00:00,08:49:00
858,36,1,7,0000000001,Orginal,2,1403/12/10,لوله,16,09:30:00,11:30:00
866,34,1,3,101106330004,,1,1403/12/10,لوله,9,10:00:00,10:11:00
881,36,1,4,0000000026,Orginal,3,1403/12/14,لوله,10,07:00:00,09:00:00
883,40,3,6,116205006050,,3,1403/12/10,لوله,4,01:00:00,10:49:00
893,45,1,8,0000000027,TEST -NOT OK,2,1403/12/19,لوله,2,17:00:00,18:00:00
860,40,3,8,0000000001,,11,1403/12/09,لوله,2,07:00:00,09:55:00
1058,40,1,2,101111032007,Orginal,1,1404/01/18,لوله,9,07:00:00,09:45:00
1062,40,1,8,0000000028,Orginal,3,1404/01/18,لوله,4,12:00:00,13:00:00
1067,39,1,22,200711000037,orginal,16,1403/12/07,اتصالات,13,11:00:00,14:25:00
1070,44,2,3,101106330004,,1,1403/12/21,لوله,10,20:00:00,12:04:00
1072,44,3,8,0000000027,,12,1403/12/21,لوله,4,04:00:00,12:08:00
1090,42,3,11,200411090064,orginal,16,1403/12/07,اتصالات,14,19:00:00,22:30:00
1092,39,1,19,200411045050,orginal,16,1403/12/08,اتصالات,13,13:00:00,16:25:00
1093,39,1,18,200411045049,orginal,16,1403/12/08,اتصالات,13,16:00:00,19:25:00
1095,39,1,21,200111045004,orginal,16,1403/12/09,اتصالات,15,11:30:00,14:30:00
1096,42,3,9,200700110060,Orginal,16,1403/12/09,اتصالات,13,15:00:00,18:25:00
1098,40,1,3,101106330004,Orginal,1,1403/12/07,لوله,5,12:00:00,13:15:00
1100,44,2,2,101111032007,Orginal,1,1403/12/07,لوله,6,16:00:00,17:30:00
1105,44,2,3,101106330004,Orginal,1,1403/12/07,لوله,7,20:00:00,21:45:00
1110,39,1,15,200111045004,Orginal,16,1403/12/10,اتصالات,13,21:00:00,00:25:00
1111,42,3,20,200106345213,Orginal,16,1403/12/11,اتصالات,14,00:00:00,03:30:00
1123,42,3,22,200111045215,Orginal,16,1403/12/12,اتصالات,12,07:30:00,10:30:00
1126,39,1,15,200111045004,Orginal,16,1403/12/12,اتصالات,13,16:00:00,19:25:00
1137,39,3,22,200111045215,Orginal,16,1403/12/14,اتصالات,13,17:00:00,09:03:00
1138,39,3,20,200106345213,Orginal,16,1403/12/14,اتصالات,13,20:00:00,09:07:00
1140,44,2,4,101109030006,,1,1403/12/05,لوله,5,20:00:00,08:53:00
1153,42,3,21,200412545051,Orginal,16,1403/12/17,اتصالات,15,19:00:00,09:44:00
1229,38,1,17,210706300132,تست,2,1404/2/5,اتصالات,0,22:55:00,22:55:00
635,40,2,4,116211015047,orginal,494,1403/11/28,لوله,5,21:00:00,21:00:00
638,44,3,4,116211015047,orginal,497,1403/11/29,لوله,2,04:00:00,04:00:00
643,40,2,3,103106325003,orginal,502,1403/11/29,لوله,7,16:00:00,16:00:00
653,44,3,3,103106325003,orginal,512,1403/12/01,لوله,6,02:00:00,02:00:00
683,36,1,7,0000000013,orginal,5,1403/11/14,لوله,5,14:00:00,14:00:00
689,36,1,5,104102015004,TEST - NOT OK,8,1403/11/28,لوله,1,10:00:00,11:00:00
690,36,1,5,104102015004,TEST - OK,8,1403/11/28,لوله,2,13:00:00,14:00:00
700,36,1,6,104102015006,TEST - NOT OK,7,1403/12/02,لوله,1,11:00:00,12:00:00
704,35,1,7,104102015006,orginal,7,1403/11/20,لوله,21,07:00:00,14:00:00
705,35,1,2,0000000014,orginal,1,1403/11/20,لوله,4,14:00:00,15:00:00
707,40,2,5,104120153001,orginal,9,1403/11/25,لوله,4,17:00:00,19:00:00
709,36,1,7,104102015006,orginal,7,1403/11/25,لوله,10,07:00:00,15:00:00
715,36,1,7,104102015006,orginal,7,1403/11/29,لوله,10,07:00:00,09:00:00
396,41,2,16,201711035023,10 ثانیه آسیابی,261,1403/10/14,اتصالات,11,16:00:00,16:00:00
734,36,1,8,0000000015,TEST - NOT OK,2,1403/11/06,لوله,2,09:00:00,09:30:00
737,36,1,5,104102015004,TEST - NOT OK,8,1403/11/09,لوله,1,08:00:00,08:30:00
829,40,3,5,104102015004,,8,1403/11/20,لوله,-1,00:00:00,09:05:00
832,44,3,5,0000000024,,9,1403/11/21,لوله,2,00:00:00,09:15:00
838,40,2,3,103106325003,,4,1403/11/27,لوله,6,18:00:00,09:29:00
841,44,3,3,101106330004,,1,1403/11/28,لوله,6,04:00:00,09:39:00
843,45,1,2,101111032007,,1,1403/11/28,لوله,7,09:00:00,09:43:00
403,35,1,3,101109030006,بدون ضایعات آسیابی,267,1403/10/14,لوله,7,09:00:00,09:00:00
844,45,1,3,101106330004,,1,1403/11/28,لوله,5,11:00:00,09:43:00
847,36,1,6,114102515046,Orginal,7,1403/12/06,لوله,16,09:00:00,12:00:00
848,36,1,6,101103230001,Orginal,1,1403/12/07,لوله,8,07:00:00,12:00:00
872,36,1,8,0000000025,Orginal,3,1403/12/12,لوله,9,11:00:00,15:00:00
878,44,2,4,0000000021,Orginal,3,1403/12/13,لوله,22,15:00:00,21:00:00
879,40,3,3,101106330004,,1,1403/12/10,لوله,6,23:00:00,10:39:00
884,36,1,8,0000000003,TEST - NOT OK,2,1403/12/10,لوله,2,13:00:00,14:00:00
886,44,1,8,0000000007,Orginal,3,1403/12/11,لوله,10,09:00:00,14:30:00
888,36,1,4,0000000026,Orginal,3,1403/12/16,لوله,30,07:00:00,15:00:00
892,36,1,8,0000000027,TEST -NOT OK,2,1403/12/19,لوله,2,11:00:00,12:00:00
900,40,2,2,117511012123,,3,1403/12/11,لوله,7,21:00:00,11:37:00
905,40,2,2,101111032007,,1,1403/12/21,لوله,4,18:00:00,10:13:00
1060,40,1,3,101109030006,Orginal,1,1404/01/18,لوله,7,10:00:00,11:45:00
1074,40,3,2,101111032007,,1,1403/12/23,لوله,7,11:00:00,12:12:00
1091,42,3,16,000000000001,orginal,16,1403/12/07,اتصالات,9,22:30:00,00:25:00
1097,40,1,2,101111032007,Orginal,1,1403/12/07,لوله,4,10:00:00,11:00:00
1107,44,2,4,0000000026,Orginal,3,1403/12/07,لوله,6,20:00:00,21:30:00
1118,39,1,13,201700090050,Orginal,16,1403/12/11,اتصالات,13,22:30:00,01:25:00
1120,45,3,3,101106330004,Orginal,16,1403/12/08,لوله,3,04:00:00,05:00:00
1155,39,1,16,200711000037,Orginal,16,1403/12/18,اتصالات,15,12:00:00,09:49:00
631,40,2,2,101111032007,orginal,488,1403/11/28,لوله,9,16:00:00,16:00:00
636,44,3,2,101111032007,orginal,495,1403/11/29,لوله,5,00:00:00,00:00:00
684,36,1,8,0000000007,orginal,3,1403/11/15,لوله,20,07:00:00,07:00:00
711,36,1,6,114103215148,orginal,7,1403/11/27,لوله,9,15:00:00,17:00:00
721,36,1,7,104120153001,orginal,7,1403/12/03,لوله,10,09:00:00,12:00:00
730,36,1,7,114102515046,TEST -  NOT OK,7,1403/11/05,لوله,1,09:00:00,09:30:00
744,35,1,7,104102015006,TEST - OK,7,1403/11/19,لوله,1,11:00:00,11:30:00
830,44,1,3,103109028004,,4,1403/11/21,لوله,6,07:00:00,09:07:00
831,44,1,5,104120153001,,9,1403/11/21,لوله,3,10:00:00,09:07:00
834,45,1,2,101111032007,,1,1403/11/27,لوله,5,10:00:00,09:20:00
836,45,1,3,103106325003,,4,1403/11/27,لوله,4,12:00:00,09:24:00
839,40,2,4,116211010060,,3,1403/11/27,لوله,5,20:00:00,09:34:00
840,44,3,2,101111032007,,1,1403/11/28,لوله,5,00:00:00,09:34:00
845,45,1,4,116211010060,,3,1403/11/28,لوله,6,13:00:00,09:46:00
849,36,1,7,104102015006,Orginal,7,1403/12/07,لوله,10,13:00:00,15:00:00
852,40,3,4,101112532008,,16,1403/12/09,لوله,3,04:00:00,09:46:00
853,36,1,8,0000000001,Orginal,2,1403/12/10,لوله,14,13:30:00,17:30:00
854,36,1,2,0000000014,Orginal,1,1403/12/10,لوله,4,07:30:00,09:30:00
856,36,1,7,114102515046,Orginal,7,1403/12/10,لوله,16,09:30:00,11:30:00
868,44,2,4,0000000026,Orginal,3,1403/12/12,لوله,20,12:00:00,19:00:00
869,34,1,6,116305045146,,3,1403/12/10,لوله,2,14:30:00,10:15:00
367,39,1,9,200706300220,فرمول به صورت تستی-HL60 به HL90 اضافه می شود.,230,1403/09/14,اتصالات,1,11:00:00,11:00:00
895,45,1,3,116211010060,,3,1403/12/11,لوله,6,10:00:00,11:31:00
894,45,1,2,117511012123,,3,1403/12/11,لوله,10,07:00:00,10:51:00
897,45,1,5,104120153001,,9,1403/12/11,لوله,3,12:00:00,11:31:00
901,40,3,4,0000000029,Orginal,3,1403/12/11,لوله,6,02:00:00,03:30:00
903,40,1,3,101106330004,,16,1403/12/21,لوله,1,09:00:00,09:34:00
909,40,1,2,101111032007,,1,1403/12/22,لوله,9,07:00:00,10:18:00
911,40,2,4,102111022005,,5,1403/12/22,لوله,4,15:00:00,10:21:00
1063,42,3,17,210702000173,Orginal,16,1403/12/06,اتصالات,3,22:00:00,22:45:00
1066,40,2,6,111100504061,,3,1403/12/20,لوله,1,16:00:00,12:00:00
1101,42,3,22,200111045215,Orginal,16,1403/12/09,اتصالات,13,17:00:00,20:25:00
1142,44,2,5,104120153001,,9,1403/12/05,لوله,2,21:00:00,09:12:00
1143,45,3,2,101111032007,,1,1403/12/06,لوله,4,00:00:00,09:12:00
1145,45,3,4,101109030006,,1,1403/12/06,لوله,7,02:00:00,09:16:00
1157,45,2,2,101111032007,Orginal,1,1403/12/09,لوله,7,16:00:00,18:20:00
637,44,3,3,103106325003,orginal,496,1403/11/29,لوله,5,02:00:00,02:00:00
641,45,1,3,101106330004,orginal,500,1403/11/29,لوله,5,08:00:00,08:00:00
660,40,1,4,102111022005,TEST -,519,1403/12/03,لوله,1,17:00:00,17:00:00
687,36,1,6,114103215148,TEST - OK,7,1403/11/27,لوله,1,14:00:00,14:00:00
694,36,1,7,104102015006,TEST - OK,7,1403/11/29,لوله,1,11:00:00,12:00:00
697,36,1,5,104120153001,TEST - NOT OK,9,1403/11/30,لوله,1,17:00:00,18:00:00
699,36,1,6,104102015006,TEST - NOT OK,7,1403/12/02,لوله,1,10:00:00,11:00:00
703,36,1,6,114102515046,TEST - OK,7,1403/12/03,لوله,1,14:00:00,15:00:00
713,36,1,5,104102015004,orginal,8,1403/11/28,لوله,8,15:00:00,19:00:00
727,36,1,7,114102515046,TEST - NOT OK,7,1403/11/04,لوله,1,07:00:00,07:30:00
731,36,1,7,114102515046,TEST -  NOT OK,7,1403/11/05,لوله,1,10:00:00,10:30:00
738,36,1,7,114102515046,TEST - NOT OK,7,1403/11/09,لوله,1,11:00:00,11:00:00
741,36,1,6,0000000017,TEST - NOT OK,8,1403/11/12,لوله,1,13:00:00,13:30:00
742,36,1,6,0000000017,TEST - NOT OK,8,1403/11/13,لوله,1,08:00:00,08:30:00
748,44,2,2,101111032007,orginal,16,1403/12/02,لوله,10,16:00:00,21:00:00
750,44,2,2,101111032007,orginal,1,1403/12/02,لوله,10,22:00:00,01:00:00
833,44,1,5,0000000024,,9,1403/11/23,لوله,8,10:00:00,09:20:00
837,40,2,2,101111032007,,1,1403/11/27,لوله,8,16:00:00,09:26:00
846,36,1,7,104102015006,Orginal,7,1403/12/06,لوله,15,07:00:00,09:00:00
850,36,1,6,101103230001,Orginal,1,1403/12/08,لوله,9,07:00:00,11:20:00
857,40,3,7,114102515046,,7,1403/12/09,لوله,2,06:00:00,09:55:00
874,36,1,4,0000000026,Orginal,3,1403/12/12,لوله,10,15:00:00,18:00:00
876,36,1,4,0000000026,Orginal,3,1403/12/13,لوله,30,07:00:00,15:00:00
877,40,2,2,101111032007,,1,1403/12/10,لوله,10,20:00:00,10:29:00
889,36,1,7,114102515040,TEST -NOT OK,9,1403/12/18,لوله,2,13:00:00,15:00:00
891,36,1,8,0000000027,TEST -NOT OK,2,1403/12/19,لوله,2,10:00:00,11:00:00
898,40,3,3,116211010060,Orginal,3,1403/12/11,لوله,8,00:00:00,02:00:00
904,40,1,8,0000000027,,12,1403/12/21,لوله,3,14:00:00,09:43:00
908,44,3,8,0000000027,,12,1403/12/22,لوله,3,02:00:00,10:18:00
1064,40,2,4,116416018032,,3,1403/12/20,لوله,4,14:00:00,11:55:00
1089,42,3,14,200109040025,orginal,16,1403/12/07,اتصالات,14,17:00:00,21:00:00
1106,39,1,21,201411045009,Orginal,16,1403/12/10,اتصالات,13,15:00:00,18:25:00
1113,42,3,11,200411090064,Orginal,16,1403/12/11,اتصالات,12,07:00:00,10:00:00
1125,44,1,2,103111027005,Orginal,4,1403/12/09,لوله,4,09:00:00,10:20:00
1129,40,1,4,101109030006,,1,1403/12/05,لوله,4,13:00:00,08:45:00
1134,42,3,22,200111045215,Orginal,16,1403/12/13,اتصالات,15,05:00:00,08:57:00
1135,39,1,15,200111090013,Orginal,16,1403/12/13,اتصالات,10,04:30:00,08:57:00
1154,42,3,12,201712535024,Orginal,16,1403/12/17,اتصالات,7,21:00:00,09:49:00
639,45,1,2,101111032007,standard,498,1403/11/29,لوله,2,13:00:00,13:00:00
649,40,2,2,101111032007,orginal,508,1403/11/30,لوله,7,16:00:00,16:00:00
688,36,1,5,104102015004,TEST - NOT OK,8,1403/11/28,لوله,1,09:00:00,10:00:00
719,36,1,5,104120153001,orginal,9,1403/12/02,لوله,11,07:00:00,10:00:00
735,36,1,8,0000000015,TEST - OK,2,1403/11/06,لوله,2,10:00:00,10:30:00
842,44,3,4,116211010060,,3,1403/11/28,لوله,5,03:00:00,09:39:00
855,40,3,5,104120153001,,9,1403/12/09,لوله,2,05:00:00,09:46:00
890,36,1,7,114102515040,TEST -NOT OK,9,1403/12/18,لوله,2,15:00:00,18:00:00
910,40,1,3,101106330004,,1,1403/12/22,لوله,7,11:00:00,10:21:00
567,40,1,4,101112532008,فرمولاسیون تستی - 70 ثانیه ضایعات آسیابی - نتیجه خوب,426,1403/10/24,لوله,2,18:00:00,18:00:00
568,35,3,4,101112532008,فرمولاسیون تستی - 40 ثانیه ضایعات پودری - نتیجه بد,427,1403/10/25,لوله,1,05:00:00,05:00:00
571,35,3,2,101111032007,فرمولاسیون تستی - 5 ثانیه ضایعات پودری - نتیجه ؟,430,1403/10/24,لوله,3,19:00:00,19:00:00
572,35,3,3,101106330004,فرمولاسیون تستی - 5 ثانیه ضایعات پودری - نتیجه ؟,431,1403/10/24,لوله,2,21:00:00,21:00:00
578,39,2,21,201411045009,,436,1403/10/25,اتصالات,11,18:00:00,18:00:00
579,39,2,20,200116045006,25 ثانیه ضایعات آسیابی,437,1403/10/25,اتصالات,10,22:00:00,22:00:00
580,39,3,18,210109045102,,438,1403/10/25,اتصالات,10,00:00:00,00:00:00
589,39,2,12,200111045215,30 ثانیه ضایعات آسیابی,446,1403/10/29,اتصالات,13,20:00:00,20:00:00
1065,40,1,5,104120153001,Orginal,3,1404/01/18,لوله,3,14:00:00,14:45:00
1071,40,1,3,116300636236,Orginal,3,1404/01/21,لوله,1,07:00:00,07:15:00
1073,40,1,4,0000000034,Orginal,3,1404/01/21,لوله,3,12:00:00,12:45:00
1114,39,1,12,201712535024,Orginal,16,1403/12/11,اتصالات,14,16:00:00,19:30:00
1121,42,3,16,200711000037,Orginal,16,1403/12/12,اتصالات,14,03:30:00,07:00:00
1131,44,2,2,101111032007,,1,1403/12/05,لوله,6,15:00:00,08:48:00
1132,44,2,3,102106319003,,5,1403/12/05,لوله,4,16:00:00,08:53:00
1146,44,1,2,101111032007,Orginal,1,1403/12/09,لوله,1,10:20:00,10:40:00
1150,44,1,4,101112532008,Orginal,16,1403/12/09,لوله,4,12:00:00,13:00:00
1151,44,1,5,104120153001,Orginal,9,1403/12/09,لوله,3,14:00:00,15:00:00
1152,42,3,22,200111045215,Orginal,16,1403/12/17,اتصالات,15,16:00:00,09:44:00
645,44,3,3,103106325003,orginal,504,1403/11/30,لوله,7,01:00:00,01:00:00
656,40,2,2,101111032007,TEST - ok,515,1403/11/29,لوله,3,18:00:00,18:00:00
693,36,1,7,104102015006,TEST - NOT OK(color),7,1403/11/29,لوله,1,10:00:00,11:00:00
710,36,1,7,104102015006,orginal,7,1403/11/27,لوله,10,09:00:00,15:00:00
729,36,1,7,114102515046,TEST -  NOT OK,7,1403/11/04,لوله,1,11:00:00,11:30:00
733,36,1,8,0000000015,TEST - NOT OK,2,1403/11/06,لوله,2,08:00:00,08:30:00
569,35,3,4,101112532008,فرمولاسیون تستی - 70 ثانیه ضایعات آسیابی - ظاهر لوله نسبتا زرد - نتیجه خوب,428,1403/10/25,لوله,2,19:00:00,19:00:00
581,42,2,21,201411045009,,439,1403/10/27,اتصالات,10,16:00:00,16:00:00
584,39,2,19,210411045141,30 ثانیه ضایعات آسیابی,442,1403/10/28,اتصالات,11,17:00:00,17:00:00
586,39,2,15,200111045215,30 ثانیه ضایعات آسیابی,444,1403/10/28,اتصالات,10,22:00:00,22:00:00
859,36,1,7,114102515046,Orginal,2,1403/12/11,لوله,13,07:00:00,13:00:00
862,36,1,7,104102015006,Orginal,7,1403/12/11,لوله,10,13:00:00,15:00:00
864,36,1,8,0000000007,Orginal,3,1403/12/11,لوله,17,16:00:00,20:00:00
873,36,1,4,0000000026,Orginal,3,1403/12/12,لوله,10,15:00:00,18:00:00
880,44,2,4,0000000026,Orginal,3,1403/12/14,لوله,22,15:00:00,21:00:00
875,34,1,8,0000000001,,12,1403/12/10,لوله,4,16:00:00,10:29:00
907,44,2,3,101106330004,,1,1403/12/22,لوله,8,22:00:00,10:16:00
1075,40,3,3,101109030006,,1,1403/12/23,لوله,4,01:00:00,12:12:00
1076,44,3,4,0000000034,Orginal,3,1404/01/21,لوله,3,00:00:00,01:00:00
1103,42,3,14,200812511031,Orginal,16,1403/12/09,اتصالات,10,22:25:00,01:00:00
1104,39,1,20,200106345213,Orginal,16,1403/12/10,اتصالات,13,11:00:00,14:25:00
1108,39,1,16,200711000037,Orginal,16,1403/12/10,اتصالات,14,19:00:00,22:30:00
1117,39,1,14,200111090013,Orginal,16,1403/12/11,اتصالات,14,19:30:00,23:00:00
1127,40,1,2,101111032007,,16,1403/12/05,لوله,5,09:00:00,08:42:00
1130,40,1,5,104120153001,,9,1403/12/05,لوله,2,14:00:00,08:48:00
1139,42,3,15,200111045004,Orginal,16,1403/12/15,اتصالات,11,00:00:00,09:07:00
1156,39,1,11,200812511031,Orginal,16,1403/12/18,اتصالات,14,14:00:00,10:07:00
1162,42,1,14,200111090013,Orginal,16,1403/12/18,اتصالات,15,17:00:00,10:25:00
1158,45,3,5,104120153001,Orginal,9,1403/12/09,لوله,3,15:00:00,16:00:00
644,40,2,2,101111032007,orginal,503,1403/11/29,لوله,3,20:00:00,20:00:00
646,45,1,2,101111032007,orginal,505,1403/11/30,لوله,5,08:00:00,08:00:00
570,35,3,4,101112532008,فرمولاسیون تستی - 70 ثانیه ضایعات پودری - ظاهر لوله نسبتا خوب - نتیجه خوب,429,1403/10/25,لوله,1,21:00:00,21:00:00
708,40,2,7,104102015006,orginal,7,1403/11/25,لوله,1,21:00:00,22:00:00
712,36,1,7,104102015006,orginal,7,1403/11/28,لوله,12,07:00:00,09:00:00
726,36,1,6,114102515046,orginal,7,1403/12/05,لوله,16,09:00:00,11:00:00
728,36,1,7,114102515046,TEST -  NOT OK,7,1403/11/04,لوله,1,09:30:00,10:00:00
736,36,1,8,0000000016,TEST - OK,2,1403/11/08,لوله,2,07:00:00,07:30:00
746,40,1,2,101111032007,orginal,1,1403/12/02,لوله,6,09:00:00,11:00:00
861,40,3,8,0000000003,Orginal,2,1403/12/11,لوله,7,04:00:00,07:00:00
867,34,1,6,0000000010,,3,1403/12/10,لوله,1,14:00:00,10:15:00
871,36,1,7,104102015006,Orginal,7,1403/12/12,لوله,20,07:00:00,11:00:00
882,36,1,7,114102515046,Orginal,7,1403/12/14,لوله,20,09:00:00,15:00:00
887,36,1,7,114102515046,TEST - OK,7,1403/12/11,لوله,2,08:30:00,09:00:00
899,45,1,8,0000000007,,12,1403/12/11,لوله,3,13:00:00,11:37:00
906,44,2,2,101111032007,,1,1403/12/22,لوله,9,20:00:00,10:13:00
1163,42,3,16,200711000037,Orginal,16,1403/12/18,اتصالات,14,21:00:00,10:52:00
647,45,1,3,103106325003,orginal,506,1403/11/30,لوله,5,10:00:00,10:00:00
574,42,1,16,211711035115,30 ثانیه ضایعاتی آسیابی,433,1403/10/25,اتصالات,11,10:00:00,10:00:00
648,45,1,4,102111022005,orginal,507,1403/11/30,لوله,4,13:00:00,13:00:00
650,40,2,3,103106325003,orginal,509,1403/11/30,لوله,6,19:00:00,19:00:00
651,40,2,4,102111022005,orginal,510,1403/11/30,لوله,3,21:00:00,21:00:00
652,44,3,2,101111032007,orginal,511,1403/12/01,لوله,8,00:00:00,00:00:00
657,40,2,4,102111022005,TEST - not ok,516,1403/11/29,لوله,1,19:00:00,19:00:00
659,40,1,3,101106330004,TEST -,518,1403/12/02,لوله,2,14:00:00,14:00:00
716,36,1,5,104102015004,orginal,7,1403/11/29,لوله,19,09:00:00,12:00:00
717,36,1,7,104102015006,orginal,7,1403/11/30,لوله,13,13:00:00,15:00:00
718,40,3,5,104120153001,orginal,9,1403/11/30,لوله,20,23:00:00,05:00:00
739,36,1,6,0000000017,TEST - NOT OK,8,1403/11/12,لوله,1,08:00:00,08:30:00
751,44,2,4,102111022005,orginal,5,1403/12/02,لوله,4,23:00:00,01:00:00
752,44,2,2,101111032007,orginal,1,1403/12/03,لوله,5,00:00:00,02:30:00
912,44,2,2,101111032007,,1,1403/12/23,لوله,9,20:00:00,10:24:00
920,44,2,4,102116032007,,5,1403/12/23,لوله,3,21:00:00,10:35:00
1019,42,3,9,200706300034,Orginal,14,1403/12/04,اتصالات,16,19:00:00,19:15:00
1027,44,2,2,103111027005,,4,1403/12/19,لوله,9,20:00:00,10:52:00
1025,44,3,2,101111032007,Orginal,16,1404/01/17,لوله,9,02:00:00,04:15:00
1028,44,2,3,101109030006,,1,1403/12/19,لوله,7,22:00:00,10:57:00
1164,42,3,21,200412545051,Orginal,16,1403/12/18,اتصالات,5,22:00:00,10:54:00
753,44,2,3,101106330004,orginal,1,1403/12/03,لوله,7,02:30:00,05:30:00
575,42,1,17,210109045201,25ثانیه ضایعاتی آسیابی,434,1403/10/25,اتصالات,9,13:00:00,13:00:00
576,39,2,16,211712510206,25ثانیه ضایعاتی آسیابی,435,1403/10/25,اتصالات,11,16:00:00,16:00:00
754,44,2,4,102111022005,orginal,5,1403/12/03,لوله,4,05:30:00,06:30:00
761,45,3,3,101106330004,orginal,16,1403/12/04,لوله,10,22:00:00,02:00:00
778,44,2,2,101111032007,,16,1403/12/02,لوله,10,16:00:00,08:39:00
783,45,3,3,101106330004,,1,1403/12/03,لوله,7,02:00:00,08:56:00
796,40,1,5,101109030006,,1,1403/12/04,لوله,5,13:00:00,10:05:00
824,44,1,2,103111027005,,4,1403/11/20,لوله,8,07:00:00,08:34:00
